BIOS_1	-203.4540	-142.9878	0		W25Q256JVEIQ	SOIC8_COLAY_LCC8_80X60
BOOT	-208.9229	-159.4538	90		HT19_2132SURC	LED_0603
C10	-200.0638	-36.8224	45		0402_10uF_6.3V_X5R_20%	C0402
C102	-162.9410	-151.6238	180		0201_0.1uF_16V_X5R_10%	C0201
C103	-168.7830	-157.9738	0		0201_0.1uF_16V_X5R_10%	C0201
C10358	-13.7160	8.5740	90		0201_1uF_6.3V_X5R_20%	C0201
C104	-173.7360	-141.8448	180		0402_10uF_6.3V_X5R_20%	C0402
C105	-174.1170	-143.4958	270		0201_0.1uF_16V_X5R_10%	C0201
C107	-171.0690	-143.4958	270		0201_0.1uF_16V_X5R_10%	C0201
C108	-176.9110	-157.5928	180		0402_10uF_6.3V_X5R_20%	C0402
C109	-175.1330	-145.4008	0		0201_0.1uF_16V_X5R_10%	C0201
C11	-200.9619	-37.7923	135		0201_0.1uF_16V_X5R_10%	C0201
C111	-163.0680	-149.2108	180		0201_0.1uF_16V_X5R_10%	C0201
C112	-168.6560	-143.4958	270		0201_0.1uF_16V_X5R_10%	C0201
C113	-169.9260	-143.4958	270		0201_0.1uF_16V_X5R_10%	C0201
C114	-163.0680	-145.5278	180		0201_0.1uF_16V_X5R_10%	C0201
C115	-166.2430	-143.4958	270		0201_0.1uF_16V_X5R_10%	C0201
C116	-163.0680	-148.0678	180		0201_0.1uF_16V_X5R_10%	C0201
C118	-177.1142	-158.3040	180		0201_0.1uF_16V_X5R_10%	C0201
C119	-177.2920	-151.7508	0		0201_0.1uF_16V_X5R_10%	C0201
C1196	-36.7030	24.0172	90		0201_0.1uF_16V_X5R_10%	C0201
C12	-206.2244	-43.3062	315		0201_27pF_50V_NP0_5%	C0201
C120	-162.9410	-152.7668	180		0201_0.1uF_16V_X5R_10%	C0201
C121	-167.3860	-143.4958	270		0201_0.1uF_16V_X5R_10%	C0201
C123	-163.0680	-146.7978	180		0201_0.1uF_16V_X5R_10%	C0201
C13	-205.5059	-44.0246	135		0201_27pF_50V_NP0_5%	C0201
C132	-50.6730	20.5882	180		0402_0.1uF_16V_X7R_10%	C0402
C15	-200.7644	-44.0246	45		0201_0.1uF_16V_X5R_10%	C0201
C154	-170.3832	-36.6888	90		0402_0.1uF_16V_X7R_10%	C0402
C1596	-38.2270	6.1102	270		0402_0.1uF_16V_X7R_10%	C0402
C1597	-37.3380	6.1102	270		0402_0.1uF_16V_X7R_10%	C0402
C16	-203.4794	-45.6296	270		0402_4.7uF_6.3V_X5R_20%	C0402
C1660	-52.8320	18.0482	180		0402_1uF_6.3V_X5R_10%	C0402
C1707	-136.0170	-58.6598	0		0402_1uF_6.3V_X5R_10%	C0402
C1708	-193.6750	-50.7858	180		0402_0.1uF_16V_X7R_10%	C0402
C1709	-193.6750	-49.8968	180		0402_0.1uF_16V_X7R_10%	C0402
C1736	-66.6242	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1737	-58.6740	8.2184	0		0402_0.1uF_16V_X7R_10%	C0402
C1738	-61.0870	8.2184	180		0402_0.1uF_16V_X7R_10%	C0402
C1739	-65.7352	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1740	-67.6402	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1741	-68.5292	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1742	-64.7192	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1743	-69.6722	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1744	-63.8302	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1745	-70.5612	8.7518	270		0402_0.1uF_16V_X7R_10%	C0402
C1748	-54.8640	11.6982	270		0402_0.1uF_16V_X7R_10%	C0402
C18	-198.5732	-41.7976	225		0201_0.1uF_16V_X5R_10%	C0201
C19	-201.2852	-36.7506	45		0402_4.7uF_6.3V_X5R_20%	C0402
C20	-207.4418	-42.0736	180		0402_4.7uF_6.3V_X5R_20%	C0402
C2085	-197.8406	-156.7038	0		0201_0.1uF_16V_X5R_10%	C0201
C2086	-144.7292	-151.2174	180		0603_22uF_6.3V_X5R_20%	C0603
C2087	-135.0010	-151.2428	0		0402_470pF_50V_X7R_10%	C0402
C2088	-131.9530	-158.8628	0		0402_470pF_50V_X7R_10%	C0402
C21	-197.8188	-42.6596	315		0402_4.7uF_6.3V_X5R_20%	C0402
C277	-203.6064	-112.0506	270		0603_22uF_6.3V_X5R_20%	C0603
C320	-18.7960	23.7632	0		0201_0.1uF_16V_X5R_10%	C0201
C465	-203.3270	-21.0678	180		0402_0.1uF_16V_X7R_10%	C0402
C475	-208.0768	-20.6614	0		0402_0.1uF_16V_X7R_10%	C0402
C478	-209.8548	-10.5776	90		0402_0.1uF_16V_X7R_10%	C0402
C516	-6.9850	7.5326	0		0603_22uF_6.3V_X5R_20%	C0603
C519	-5.8420	14.4922	180		0402_220pF_50V_NP0_5%	C0402
C520	0.6350	14.2382	0		0402_220pF_50V_NP0_5%	C0402
C521	-6.9850	9.1836	0		0603_22uF_6.3V_X5R_20%	C0603
C522	-1.6510	11.1902	180		0402_220pF_50V_NP0_5%	C0402
C529	-3.4290	11.1902	0		0402_220pF_50V_NP0_5%	C0402
C558	-202.2094	-112.0506	270		0603_22uF_6.3V_X5R_20%	C0603
C789	-188.4426	15.1272	270		0201_15pF_50V_NP0_5%	C0201
C807	-168.1480	29.8592	0		0402_1uF_6.3V_X5R_10%	C0402
C808	-168.1480	28.9702	0		0402_1uF_6.3V_X5R_10%	C0402
C809	-164.4650	28.5892	270		0201_100pF_50V_NP0_5%	C0201
C810	-164.4650	29.7322	90		0201_100pF_50V_NP0_5%	C0201
C811	-186.1820	28.5638	270		0603_4.7uF_6.3V_X5R_10%	C0603
C812	-184.2770	28.7416	0		0603_4.7uF_6.3V_X5R_10%	C0603
C814	-166.1160	25.1602	270		0201_100pF_50V_NP0_5%	C0201
C815	-166.1160	26.4302	90		0201_100pF_50V_NP0_5%	C0201
C818	-188.2648	27.5732	180		0402_0.1uF_16V_X7R_10%	C0402
C820	-169.0370	22.3662	0		0402_1uF_6.3V_X5R_10%	C0402
C821	-169.0370	23.2552	0		0402_1uF_6.3V_X5R_10%	C0402
C822	-166.1922	23.3314	90		0201_100pF_50V_NP0_5%	C0201
C823	-166.1922	22.2900	270		0201_100pF_50V_NP0_5%	C0201
C825	-192.9638	14.0858	180		0603_10uF_6.3V_X5R_20%	C0603
C826	-192.6844	15.0510	180		0201_0.1uF_16V_X5R_10%	C0201
C827	-190.0936	14.2382	270		0603_4.7uF_6.3V_X5R_10%	C0603
C828	-188.7220	28.6146	180		0603_10uF_6.3V_X5R_20%	C0603
C831	-188.7220	29.8338	180		0603_10uF_6.3V_X5R_20%	C0603
C832	-192.6590	15.6860	180		0201_0.1uF_16V_X5R_10%	C0201
C833	-187.0964	27.8018	270		0201_0.1uF_16V_X5R_10%	C0201
C847	-211.9376	23.6362	270		0603_10uF_16V_X5R_20%	C0603
C848	-210.7438	23.6362	270		0603_10uF_16V_X5R_20%	C0603
C849	-165.0238	-23.8110	270		0603_10uF_6.3V_X5R_20%	C0603
C851	-202.3110	-23.3538	180		0603_10uF_6.3V_X5R_20%	C0603
C852	-208.0260	9.3868	270		0603_10uF_16V_X5R_20%	C0603
C853	-206.8322	9.3868	270		0603_10uF_16V_X5R_20%	C0603
C880	-171.9580	13.3492	0		0603_22uF_6.3V_X5R_20%	C0603
C931	-41.9100	6.1102	270		0402_0.1uF_16V_X7R_10%	C0402
C932	-40.0050	6.1102	270		0402_0.1uF_16V_X7R_10%	C0402
C933	-39.1160	6.1102	270		0402_0.1uF_16V_X7R_10%	C0402
C934	-41.0210	6.1102	270		0402_0.1uF_16V_X7R_10%	C0402
C9751	-6.9850	10.7076	0		0603_22uF_6.3V_X5R_20%	C0603
CA757	-179.0446	19.6992	0		0603_4.7uF_6.3V_X5R_10%	C0603
CA758	-181.8386	20.2834	0		0402_0.1uF_16V_X7R_10%	C0402
CA759	-179.0446	20.9692	0		0603_4.7uF_6.3V_X5R_10%	C0603
CD21	-80.1370	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD22	-78.8670	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD23	-73.2790	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD24	-72.0090	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD25	-77.8510	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD26	-76.5810	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD27	-75.5650	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD28	-74.2950	6.9992	90		0402_0.1uF_16V_X7R_10%	C0402
CD44	-51.8922	25.6174	0		0402_0.1uF_16V_X7R_10%	C0402
CD48	-22.7330	13.0952	180		0201_0.1uF_16V_X5R_10%	C0201
CD81	-136.1948	-159.4978	0		0402_0.1uF_16V_X7R_10%	C0402
CD83	-28.0670	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD84	-29.4640	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD85	-27.1780	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD86	-25.0190	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD87	-25.6540	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD88	-28.7020	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD89	-30.0990	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD90	-26.5430	4.0782	90		0201_0.1uF_16V_X5R_10%	C0201
CD91	-29.4640	10.3012	90		0201_0	C0201
CD92	-30.0990	10.3012	90		0201_0	C0201
CD93	-27.9400	10.3012	90		0201_0	C0201
CD94	-28.5750	10.3012	90		0201_0	C0201
CD95	-27.0510	10.3012	90		0201_0	C0201
CD96	-26.4160	10.3012	90		0201_0	C0201
CD97	-24.8920	10.3012	90		0201_0	C0201
CD98	-25.5270	10.3012	90		0201_0	C0201
CF10	-67.1830	-149.3378	180		0201_0.1uF_16V_X5R_10%	C0201
CF11	-212.8046	-158.0842	270		0402_1uF_6.3V_X5R_10%	C0402
CF12	-202.8190	-139.3048	180		0402_1uF_6.3V_X5R_10%	C0402
CF19	-201.0410	-139.3048	0		0402_2.2uF_16V_X5R_10%	C0402
CF21	-155.9560	-140.7018	90		0402_0.1uF_16V_X7R_10%	C0402
CF28	-95.0722	11.8760	90		0402_0.1uF_16V_X7R_10%	C0402
CF3	-211.0266	-158.0842	270		0402_1uF_6.3V_X5R_10%	C0402
CF4	-66.6750	-146.2898	90		0201_0.1uF_16V_X5R_10%	C0201
CF5	-104.2670	-158.3548	90		0201_0.1uF_16V_X5R_10%	C0201
CF6	-68.8340	-148.1948	180		0201_0.1uF_16V_X5R_10%	C0201
CF7	-104.2670	-154.4178	270		0201_0.1uF_16V_X5R_10%	C0201
CF8	-68.8340	-149.3378	0		0201_0.1uF_16V_X5R_10%	C0201
CF9	-63.6094	-149.7510	180		0201_0.1uF_16V_X5R_10%	C0201
CG1	-150.6220	-28.0528	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG10	-150.7490	-47.0520	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG11	-150.5966	-50.7096	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG12	-150.5966	-51.3700	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG13	-150.5458	-54.9514	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG14	-150.5458	-54.2910	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG15	-150.7998	-64.2478	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG16	-150.7998	-64.9245	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG17	-150.7490	-68.2610	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG18	-150.7490	-69.0007	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG19	-150.6220	-72.2895	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG2	-150.5892	-28.7566	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG20	-150.6220	-73.0108	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG21	-150.6220	-76.4165	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG22	-150.6220	-77.2018	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG23	-150.6474	-79.8577	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG24	-150.6474	-80.5800	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG25	-150.4950	-84.1624	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG26	-150.4950	-84.9488	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG27	-150.4950	-88.4164	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG277	-150.3680	-18.0198	90		0201_0.1uF_16V_X5R_10%	C0201
CG28	-150.4950	-89.1398	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG29	-150.4950	-92.1878	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG3	-150.4950	-32.3709	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG30	-150.4950	-92.8228	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG31	-150.4950	-98.9188	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG32	-150.4950	-99.5538	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG33	-151.0030	-18.0198	90		0201_0.1uF_16V_X5R_10%	C0201
CG35	-163.2966	-23.5824	270		0201_0.1uF_16V_X5R_10%	C0201
CG36	-162.2806	-11.6444	90		0201_0.1uF_16V_X5R_10%	C0201
CG4	-150.4950	-33.0058	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG5	-150.6220	-36.1808	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG6	-150.6220	-36.9428	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG7	-150.6220	-40.3210	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG8	-150.6220	-40.9814	180		0201_0.22uF_6.3V_X5R_10%	C0201
CG9	-150.7490	-46.3916	180		0201_0.22uF_6.3V_X5R_10%	C0201
CH227	-85.3440	-73.2648	270		0402_1uF_6.3V_X5R_10%	C0402
CH228	-84.9630	-71.8678	0		0402_1uF_6.3V_X5R_10%	C0402
CH26	-48.2854	-150.8872	270		0603_22uF_6.3V_X5R_20%	C0603
CH28	-49.5046	-150.8618	270		0603_22uF_6.3V_X5R_20%	C0603
CH29	-47.0408	-150.8872	270		0603_22uF_6.3V_X5R_20%	C0603
CH31	-45.7708	-150.8872	270		0603_22uF_6.3V_X5R_20%	C0603
CH362	-116.2812	-87.1332	270		0603_22uF_6.3V_X5R_20%	C0603
CH363	-115.0620	-87.1332	270		0603_22uF_6.3V_X5R_20%	C0603
CH364	-115.0620	-52.6908	0		0402_1000pF_50V_X7R_10%	C0402
CH365	-116.8400	-77.9638	0		0402_0.1uF_16V_X7R_10%	C0402
CH366	-76.4794	-70.2168	270		0603_22uF_6.3V_X5R_20%	C0603
CH367	-76.9620	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH368	-75.4380	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH371	-81.5340	-70.2168	270		0603_22uF_6.3V_X5R_20%	C0603
CH372	-80.3148	-70.2168	270		0603_22uF_6.3V_X5R_20%	C0603
CH373	-79.0956	-70.2168	270		0603_22uF_6.3V_X5R_20%	C0603
CH374	-77.6732	-70.2168	270		0603_22uF_6.3V_X5R_20%	C0603
CH378	-66.6750	-77.6590	270		0603_22uF_6.3V_X5R_20%	C0603
CH379	-65.2526	-77.6590	270		0603_22uF_6.3V_X5R_20%	C0603
CH381	-29.7180	-84.9488	90		0603_22uF_6.3V_X5R_20%	C0603
CH382	-66.6750	-74.6618	90		0603_22uF_6.3V_X5R_20%	C0603
CH383	-62.6110	-74.6618	90		0603_22uF_6.3V_X5R_20%	C0603
CH384	-63.8810	-74.6618	90		0603_22uF_6.3V_X5R_20%	C0603
CH385	-65.1256	-74.6618	90		0603_22uF_6.3V_X5R_20%	C0603
CH396	-73.9140	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH397	-70.8660	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH398	-81.5340	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH399	-82.1690	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH400	-80.0100	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH401	-78.4860	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH402	-76.9620	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH403	-80.0100	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH404	-72.8980	-71.1058	0		0603_22uF_6.3V_X5R_20%	C0603
CH405	-75.4380	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH406	-80.8990	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH407	-78.4860	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH409	-73.9140	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH410	-69.3420	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH411	-72.3900	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH412	-79.6290	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH413	-78.1050	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH414	-76.5810	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH415	-69.9770	-74.1538	0		0603_22uF_6.3V_X5R_20%	C0603
CH416	-72.8980	-69.5818	0		0603_22uF_6.3V_X5R_20%	C0603
CH417	-83.4390	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH418	-72.3900	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH419	-67.0560	-72.6298	180		0603_22uF_6.3V_X5R_20%	C0603
CH420	-70.8660	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH421	-68.0720	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH422	-69.3420	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH423	-68.0720	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH425	-72.8980	-72.6298	0		0603_22uF_6.3V_X5R_20%	C0603
CH426	-75.0570	-73.3918	90		0603_22uF_6.3V_X5R_20%	C0603
CH427	-63.7540	-71.9948	180		0603_22uF_6.3V_X5R_20%	C0603
CH428	-72.8980	-74.1538	0		0603_22uF_6.3V_X5R_20%	C0603
CH429	-83.0580	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH43	-63.6270	-81.0118	180		0603_22uF_6.3V_X5R_20%	C0603
CH430	-84.5820	-76.6938	90		0603_22uF_6.3V_X5R_20%	C0603
CH431	-84.5820	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH432	-83.0580	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH433	-81.5340	-79.9958	90		0603_22uF_6.3V_X5R_20%	C0603
CH434	-33.6550	-66.3560	90		0603_22uF_6.3V_X5R_20%	C0603
CH435	-63.7540	-69.5818	180		0603_22uF_6.3V_X5R_20%	C0603
CH436	-69.9770	-72.6298	0		0603_22uF_6.3V_X5R_20%	C0603
CH437	-69.9770	-69.5818	0		0603_22uF_6.3V_X5R_20%	C0603
CH438	-67.0560	-69.5818	180		0603_22uF_6.3V_X5R_20%	C0603
CH439	-31.7500	-27.5448	0		0603_22uF_6.3V_X5R_20%	C0603
CH440	-69.9770	-71.1058	0		0603_22uF_6.3V_X5R_20%	C0603
CH442	-75.3110	-40.4988	90		0402_1000pF_50V_X7R_10%	C0402
CH447	-63.6270	-79.8180	180		0603_22uF_6.3V_X5R_20%	C0603
CH448	-75.0570	-70.2168	270		0603_22uF_6.3V_X5R_20%	C0603
CH558	-31.7500	13.8572	0		0402_0.1uF_16V_X7R_10%	C0402
CH563	-21.0820	8.7772	180		0402_0.1uF_16V_X7R_10%	C0402
CL140	-163.7030	8.4216	180		0402_10uF_6.3V_X5R_20%	C0402
CL141	-162.1282	6.2626	90		0201_0.1uF_16V_X5R_10%	C0201
CL16	-163.4490	7.6596	180		0201_0.1uF_16V_X5R_10%	C0201
CL17	-156.6926	6.2626	270		0201_0.1uF_16V_X5R_10%	C0201
CL18	-155.9814	8.7772	0		0201_0.1uF_16V_X5R_10%	C0201
CL19	-155.9814	11.9522	0		0201_0.1uF_16V_X5R_10%	C0201
CL20	-163.4490	9.1836	180		0201_0.1uF_16V_X5R_10%	C0201
CL21	-158.2166	5.9832	270		0201_0.1uF_16V_X5R_10%	C0201
CL25	-146.1770	1.1826	0		0201_0.1uF_16V_X5R_10%	C0201
CL26	-146.3040	7.2278	0		0201_0.1uF_16V_X5R_10%	C0201
CL28	-145.8214	9.2598	0		0201_0.1uF_16V_X5R_10%	C0201
CL29	-145.8214	3.2908	0		0201_0.1uF_16V_X5R_10%	C0201
CL41	-160.2740	6.0340	180		0201_10pF_50V_NP0_5%	C0201
CL42	-159.2072	6.0340	0		0201_10pF_50V_NP0_5%	C0201
CL50	-128.3462	4.3322	180		1812_2200PF_3KV_X7R_10%	C1812
CL51	-163.4490	12.0030	0		0201_0.1uF_16V_X5R_10%	C0201
CL52	-160.4010	13.1206	270		0201_0.1uF_16V_X5R_10%	C0201
CL53	-163.4490	11.3680	0		0201_0.1uF_16V_X5R_10%	C0201
CL54	-159.7660	13.1206	270		0201_0.1uF_16V_X5R_10%	C0201
CL7	-159.1310	13.1206	90		0201_0.1uF_16V_X5R_10%	C0201
CM36	-12.3464	-132.9303	180		0603_22uF_6.3V_X5R_20%	C0603
CM38	-7.9502	-124.1664	0		0603_10uF_6.3V_X5R_20%	C0603
CM39	-11.2014	-124.1664	180		0603_10uF_6.3V_X5R_20%	C0603
CM40	-9.2202	-133.2088	0		0603_10uF_6.3V_X5R_20%	C0603
CM43	-132.0800	-153.2748	180		0402_2.2uF_16V_X5R_10%	C0402
CP105	-15.6972	-37.0952	270		0402_0.1uF_16V_X7R_10%	C0402
CP1141	-81.1530	-144.0038	90		0603_22uF_6.3V_X5R_20%	C0603
CP1142	-83.9470	-144.0038	90		0603_22uF_6.3V_X5R_20%	C0603
CP1354	-193.2686	-136.6886	90		0402_0.1uF_16V_X7R_10%	C0402
CP1355	-18.0603	-132.8033	180		0402_0.1uF_16V_X7R_10%	C0402
CP1361	-129.5400	-81.3928	90		0402_0.1uF_16V_X7R_10%	C0402
CP1364	-83.4390	-148.7028	90		0402_0.1uF_16V_X7R_10%	C0402
CP1365	-85.3440	-145.0198	90		0402_0.1uF_16V_X7R_10%	C0402
CP1368	-131.4450	-160.2598	0		0805_47uF_6.3V_X5R_20%	C0805
CP1369	-128.9050	-89.1398	0		0402_0.1uF_16V_X7R_10%	C0402
CP137	-5.0292	-41.0322	180		0402_0.1uF_16V_X7R_10%	C0402
CP1391	-191.8462	-140.5494	180		0402_2.2uF_16V_X5R_10%	C0402
CP1392	-74.4220	-110.3996	270		0402_12pF_50V_NP0_5%	C0402
CP1396	-56.5150	-145.4008	180		0402_12pF_50V_NP0_5%	C0402
CP1406	-81.0260	-124.6058	180		0402_12pF_50V_NP0_5%	C0402
CP1407	-82.2960	-132.8033	0		0402_12pF_50V_NP0_5%	C0402
CP1411	-174.6250	-157.3388	90		0402_10uF_6.3V_X5R_20%	C0402
CP1412	-171.5770	-160.6154	180		0402_1uF_6.3V_X5R_10%	C0402
CP1413	-173.6090	-157.8468	0		0201_0.1uF_16V_X5R_10%	C0201
CP1414	-170.1800	-160.6408	0		0201_10pF_50V_NP0_5%	C0201
CP1509	-102.4890	-17.2578	90		0402_10uF_6.3V_X5R_20%	C0402
CP1514	-107.0610	-25.2588	270		0402_1uF_16V_X5R_10%	C0402
CP1515	-110.6170	-18.4008	180		0402_0.01uF_50V_X7R_10%	C0402
CP1516	-102.9970	-18.9088	0		0402_0.1uF_16V_X7R_10%	C0402
CP1521	-109.2200	-17.1308	90		0402_0.01uF_50V_X7R_10%	C0402
CP1522	-106.5530	-17.1308	90		0402_1uF_16V_X5R_10%	C0402
CP1615	0.6434	-26.2590	0		0805_2.2uF_16V_X5R_10%	C0805
CP1619	-33.5280	-56.3738	90		0603_22uF_6.3V_X5R_20%	C0603
CP1620	-32.8676	-5.7262	90		0402_0.22uF_25V_X5R_10%	C0402
CP1683	-39.1160	-12.8128	0		0603_2200pF_50V_X7R_10%	C0603
CP1689	-36.6522	-10.1204	270		0603_10uF_25V_X5R_20%	C0603
CP169	-11.1252	-31.7612	0		0402_4.7uF_6.3V_X5R_20%	C0402
CP1690	-39.0652	-10.1204	270		0603_10uF_25V_X5R_20%	C0603
CP1691	-56.6166	-13.1176	0		0603_2200pF_50V_X7R_10%	C0603
CP1697	-55.5752	-10.1204	270		0603_10uF_25V_X5R_20%	C0603
CP1698	-56.9722	-10.1204	270		0603_10uF_25V_X5R_20%	C0603
CP1699	-50.2412	-5.8024	90		0402_0.22uF_25V_X5R_10%	C0402
CP170	-11.8872	-26.8082	90		0402_0.01uF_50V_X7R_10%	C0402
CP1700	-46.3042	-9.7394	270		0402_1uF_25V_X5R_10%	C0402
CP1701	-74.4220	-12.9398	0		0603_2200pF_50V_X7R_10%	C0603
CP1703	-62.9666	-29.7292	180		0603_22uF_6.3V_X5R_20%	C0603
CP1705	-50.4952	-29.3736	180		0603_22uF_6.3V_X5R_20%	C0603
CP1707	-74.4982	-9.9934	270		0603_10uF_25V_X5R_20%	C0603
CP1708	-73.2282	-9.9934	270		0603_10uF_25V_X5R_20%	C0603
CP1709	-67.8942	-5.6754	90		0402_0.22uF_25V_X5R_10%	C0402
CP171	-23.1902	-33.0312	180		0402_1uF_25V_X5R_10%	C0402
CP1711	0.5842	-27.8242	0		0603_10uF_25V_X5R_20%	C0603
CP1712	-12.3952	-66.4830	270		0603_2200pF_50V_X7R_10%	C0603
CP1718	-9.9060	-67.9816	180		0603_10uF_25V_X5R_20%	C0603
CP1719	-9.9060	-69.2008	180		0603_10uF_25V_X5R_20%	C0603
CP172	-24.2570	-38.5938	270		0402_0.1uF_16V_X7R_10%	C0402
CP1720	-5.5880	-73.0108	0		0402_0.22uF_25V_X5R_10%	C0402
CP1722	-12.5730	-48.7538	270		0603_2200pF_50V_X7R_10%	C0603
CP1726	-63.7540	-70.7756	180		0603_22uF_6.3V_X5R_20%	C0603
CP1728	-9.9060	-50.0238	180		0603_10uF_25V_X5R_20%	C0603
CP1729	-9.9060	-48.7538	180		0603_10uF_25V_X5R_20%	C0603
CP1730	-5.5880	-55.3578	0		0402_0.22uF_25V_X5R_10%	C0402
CP174	-11.8872	-28.4592	90		0402_0.01uF_50V_X7R_10%	C0402
CP1742	-12.3698	-83.9582	270		0603_2200pF_50V_X7R_10%	C0603
CP1748	-9.9060	-85.5330	180		0603_10uF_25V_X5R_20%	C0603
CP1749	-9.9060	-86.7268	180		0603_10uF_25V_X5R_20%	C0603
CP1750	-5.5880	-90.5368	0		0402_0.22uF_25V_X5R_10%	C0402
CP1754	-63.8810	-77.7098	270		0603_22uF_6.3V_X5R_20%	C0603
CP1757	-62.6110	-77.7098	270		0603_22uF_6.3V_X5R_20%	C0603
CP1758	-96.7740	-13.8288	0		0603_2200pF_50V_X7R_10%	C0603
CP1766	-90.8558	-6.6406	90		0402_0.22uF_25V_X5R_10%	C0402
CP1769	-96.1898	-10.9586	270		0603_10uF_25V_X5R_20%	C0603
CP177	-11.1252	-30.8722	0		0402_1uF_25V_X5R_10%	C0402
CP1770	-97.4598	-10.9586	270		0603_10uF_25V_X5R_20%	C0603
CP1772	-94.9198	-10.9586	270		0603_10uF_25V_X5R_20%	C0603
