---------------------------------------------------------------------------------------------------
                                 COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
ADM       TPS3895ADRYR_AK_DFN_6P_20_57X39/TPS3895ADRYR AK_DFN_6P_20_57X39_TI   5787.85   6848.60   147.011   173.954 180 N
C211      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5225.77  12615.00   132.735   320.421 270 N
C212      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5940.18  13369.19   150.881   339.577 270 N
C213      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5155.31  12615.50   130.945   320.434 270 N
C214      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5083.71  12615.83   129.126   320.442 270 N
C215      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4521.35  13370.00   114.842   339.598 270 N
C216      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4592.73  13370.00   116.655   339.598 270 N
C217      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4662.73  13370.00   118.433   339.598 270 N
C218      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4734.08  13370.00   120.246   339.598 270 N
C219      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4964.00  13370.00   126.086   339.598 270 N
C220      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5034.00  13370.00   127.864   339.598 270 N
C221      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5105.00  13370.00   129.667   339.598 270 N
C222      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5175.00  13370.00   131.445   339.598 270 N
C223      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5462.00  13370.00   138.735   339.598 270 N
C224      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5535.00  13370.00   140.589   339.598 270 N
C225      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5605.00  13370.00   142.367   339.598 270 N
C226      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5675.00  13370.00   144.145   339.598 270 N
C227      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5745.66  13370.00   145.940   339.598 270 N
C228      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6277.98  12617.00   159.461   320.472 270 N
C229      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5816.00  13370.00   147.726   339.598 270 N
C230      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6207.00  12617.00   157.658   320.472 270 N
C231      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5888.00  13370.00   149.555   339.598 270 N
C232      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6136.25  12617.00   155.861   320.472 270 N
C233      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5970.18  13369.19   151.643   339.577 270 N
C234      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6064.56  12617.00   154.040   320.472 270 N
C235      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5993.00  12616.00   152.222   320.446 270 N
C236      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5923.00  12616.00   150.444   320.446 270 N
C237      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5850.61  12616.00   148.605   320.446 270 N
C238      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5781.73  12616.00   146.856   320.446 270 N
C239      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6305.98  12617.00   160.172   320.472 270 N
C240      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6235.00  12617.00   158.369   320.472 270 N
C241      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6164.25  12617.00   156.572   320.472 270 N
C242      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6092.56  12617.00   154.751   320.472 270 N
C243      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                6021.00  12616.00   152.933   320.446 270 N
C244      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5951.00  12616.00   151.155   320.446 270 N
C245      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5878.61  12616.00   149.317   320.446 270 N
C246      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5809.73  12616.00   147.567   320.446 270 N
C247      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3571.17  12615.83    90.708   320.442 270 N
C248      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3642.67  12615.83    92.524   320.442 270 N
C249      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00   9784.18   460.248   248.518 180 N
C250      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3712.67  12615.83    94.302   320.442 270 N
C251      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00   9884.18   460.248   251.058 180 N
C252      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3783.59  12615.83    96.103   320.442 270 N
C253      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  10139.18   460.375   257.535 180 N
C254      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3855.29  12615.83    97.924   320.442 270 N
C255      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  10239.18   460.375   260.075 180 N
C256      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4116.67  12615.83   104.563   320.442 270 N
C257      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  10279.18   460.375   261.091 180 N
C258      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4188.99  12615.83   106.400   320.442 270 N
C259      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  10376.84   460.350   263.572 180 N
C260      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4258.94  12615.83   108.177   320.442 270 N
C261      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  10614.05   460.350   269.597 180 N
C262      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4329.12  12615.83   109.960   320.442 270 N
C263      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  10714.05   460.350   272.137 180 N
C264      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4401.90  12615.83   111.808   320.442 270 N
C265      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00  13200.00   460.248   335.280 180 N
C266      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4471.90  12615.83   113.586   320.442 270 N
C267      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00  13270.00   460.248   337.058 180 N
C268      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4544.47  12615.83   115.430   320.442 270 N
C269      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  13555.00   460.375   344.297 180 N
C270      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4616.37  12615.83   117.256   320.442 270 N
C271      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  13625.00   460.375   346.075 180 N
C272      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4686.67  12615.83   119.041   320.442 270 N
C273      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  13695.00   460.375   347.853 180 N
C274      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4914.71  12615.83   124.834   320.442 270 N
C275      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  13762.66   460.350   349.572 180 N
C276      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4985.52  12615.83   126.632   320.442 270 N
C277      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  14029.87   460.350   356.359 180 N
C278      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  14099.87   460.350   358.137 180 N
C279      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3599.17  12615.83    91.419   320.442 270 N
C280      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3670.67  12615.83    93.235   320.442 270 N
C281      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00   9814.18   460.248   249.280 180 N
C282      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3740.67  12615.83    95.013   320.442 270 N
C283      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00   9854.18   460.248   250.296 180 N
C284      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3811.59  12615.83    96.814   320.442 270 N
C285      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  10169.18   460.375   258.297 180 N
C286      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                3885.29  12615.83    98.686   320.442 270 N
C287      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  10209.18   460.375   259.313 180 N
C288      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4146.67  12615.83   105.325   320.442 270 N
C289      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  10309.18   460.375   261.853 180 N
C290      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4218.99  12615.83   107.162   320.442 270 N
C291      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  10346.84   460.350   262.810 180 N
C292      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4288.94  12615.83   108.939   320.442 270 N
C293      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  10644.05   460.350   270.359 180 N
C294      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4359.12  12615.83   110.722   320.442 270 N
C295      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  10684.05   460.350   271.375 180 N
C296      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4431.90  12615.83   112.570   320.442 270 N
C297      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00  13170.00   460.248   334.518 180 N
C298      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4501.90  12615.83   114.348   320.442 270 N
C299      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18120.00  13240.00   460.248   336.296 180 N
C300      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4572.47  12615.83   116.141   320.442 270 N
C301      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  13525.00   460.375   343.535 180 N
C302      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4644.37  12615.83   117.967   320.442 270 N
C303      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  13595.00   460.375   345.313 180 N
C304      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4714.67  12615.83   119.753   320.442 270 N
C305      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18125.00  13665.00   460.375   347.091 180 N
C306      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                4942.71  12615.83   125.545   320.442 270 N
C307      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  13732.66   460.350   348.810 180 N
C308      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201                5013.52  12615.83   127.343   320.442 270 N
C309      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  13999.87   460.350   355.597 180 N
C310      C_C0201_0.22UF/6.3V/0.22UF/6.3V C0201               18124.00  14069.87   460.350   357.375 180 N
C311      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                2346.07  10395.00    59.590   264.033 270 N
C312      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               10469.70  13618.92   265.930   345.921 0   N
C313      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               10277.37  13597.53   261.045   345.377 270 N
C314      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               10435.00  10830.00   265.049   275.082 0   N
C383      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               10245.00   3005.00   260.223    76.327 0   N
C384      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               10499.24   2990.00   266.681    75.946 0   N
C385      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               18158.96    175.18   461.238     4.450 0   N
C386      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               17978.96    175.18   456.666     4.450 0   N
C387      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                8280.00  12615.00   210.312   320.421 180 N
C388      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                8969.00  10823.00   227.813   274.904 0   N
C389      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                8545.00  10675.00   217.043   271.145 180 N
C390      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                8555.00  12595.00   217.297   319.913 180 N
C391      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8970.00  12695.00   227.838   322.453 0   N
C392      C_C0402_12PF/50V/12PF/50V C0402                7725.00   7075.00   196.215   179.705 0   N
C393      C_C0402_12PF/50V/12PF/50V C0402                7815.00   7075.00   198.501   179.705 180 N
C394      C_C0402_DISCRETE_15PF/50V/15PF/50V C0402                8382.59   7423.84   212.918   188.566 180 N
C395      C_C0402_DISCRETE_15PF/50V/15PF/50V C0402                8467.59   7423.84   215.077   188.566 0   N
C396      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                7805.00   7495.00   198.247   190.373 180 N
C397      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                8191.20   7341.96   208.056   186.486 0   N
C398      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                7934.68   7491.12   201.541   190.274 180 N
C400      C_C0402_DISCRETE_100PF/50V/100PF/50V C0402                6235.58   7466.84   158.384   189.658 180 N
C401      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                5840.97   6786.03   148.361   172.365 0   N
C402      C_C0402_DISCRETE_0.047UF/10V/0.047UF/10V C0402                5756.85   6789.60   146.224   172.456 180 N
C403      C_C0402_0.1UF/16V/0.1UF/16V C0402                8350.00   3869.00   212.090    98.273 90  N
C404      C_C0402_0.1UF/16V/0.1UF/16V C0402                8390.00   3869.00   213.106    98.273 90  N
C405      C_C0402_0.1UF/16V/0.1UF/16V C0402                8430.00   3869.00   214.122    98.273 90  N
C406      C_C0402_0.1UF/16V/0.1UF/16V C0402                8470.00   3869.00   215.138    98.273 90  N
C439      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                5634.21   5482.05   143.109   139.244 270 N
C440      C_C0603_DISCRETE_10UF/6.3V/10UF/6.3V C0603                5681.19   5471.61   144.302   138.979 270 N
C441      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                5593.41   5481.57   142.073   139.232 270 N
C451      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                5736.32   5473.55   145.703   139.028 270 N
C452      C_C0603_DISCRETE_10UF/6.3V/10UF/6.3V C0603                5824.26   5463.81   147.936   138.781 270 N
C453      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                5777.60   5473.55   146.751   139.028 270 N
C454      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8474.10  16132.80   215.242   409.773 270 N
C455      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                4930.03  10659.74   125.223   270.757 180 N
C456      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8554.40  16133.20   217.282   409.783 270 N
C457      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8514.40  16133.10   216.266   409.781 270 N
C458      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                6688.00   8629.00   169.875   219.177 0   N
C459      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                6960.12   8205.96   176.787   208.431 180 N
C460      C_C0402_0.1UF/16V/0.1UF/16V C0402                8211.84   5827.98   208.581   148.031 180 N
C461      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                7303.53   7827.97   185.510   198.830 270 N
C462      C_C0402_0.1UF/16V/0.1UF/16V C0402                8527.85   6002.60   216.607   152.466 90  N
C481      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                3673.11  11637.33    93.297   295.588 0   N
C482      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                3673.21  11718.10    93.300   297.640 0   N
C483      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                3673.21  11678.10    93.300   296.624 0   N
C485      C_C0402_0.1UF/16V/0.1UF/16V C0402                1646.45  12035.64    41.820   305.705 0   N
C486      C_C0402_0.1UF/16V/0.1UF/16V C0402                2091.69  12401.58    53.129   315.000 0   N
C488      C_C0402_DISCRETE_100PF/50V/100PF/50V C0402                2664.35  12339.96    67.674   313.435 180 N
C489      C_C0805_H57_DISCRETE_4.7UF/6.3V/4.7UF/6.3V C0805_H57            2654.73  12448.20    67.430   316.184 0   N
C492      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             2139.33  12148.92    54.339   308.583 270 N
C495      C_C0402_0.1UF/16V/0.1UF/16V C0402                2610.20  12128.02    66.299   308.052 180 N
C496      C_C0402_0.1UF/16V/0.1UF/16V C0402                2609.26  12075.47    66.275   306.717 180 N
C499      C_C0402_0.1UF/16V/0.1UF/16V C0402                2610.50  11825.00    66.307   300.355 180 N
C500      C_C0402_0.1UF/16V/0.1UF/16V C0402                2609.26  11923.00    66.275   302.844 180 N
C503      C_C0402_0.1UF/16V/0.1UF/16V C0402                2609.26  11975.00    66.275   304.165 180 N
C505      C_C0402_0.1UF/16V/0.1UF/16V C0402                2610.50  11875.00    66.307   301.625 180 N
C506      C_C0402_0.1UF/16V/0.1UF/16V C0402                2609.26  12025.47    66.275   305.447 180 N
C508      C_C0402_0.1UF/16V/0.1UF/16V C0402                2420.50  11765.00    61.481   298.831 180 N
C509      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                2728.83  12130.66    69.312   308.119 90  N
C510      C_C0402_DISCRETE_100PF/50V/100PF/50V C0402                2688.69  12131.05    68.293   308.129 90  N
C511      C_C0402_0.1UF/16V/0.1UF/16V C0402                2769.15  12130.66    70.336   308.119 90  N
C513      C_C0402_0.1UF/16V/0.1UF/16V C0402                2500.50  11765.00    63.513   298.831 180 N
C514      C_C0402_0.1UF/16V/0.1UF/16V C0402                2604.50  11740.07    66.154   298.198 0   N
C521      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3096.25  12433.00    78.645   315.798 0   N
C538      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                4976.73  11972.64   126.409   304.105 270 N
C541      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                2879.13  11000.01    73.130   279.400 90  N
C542      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3448.40  11104.35    87.589   282.050 0   N
C543      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3113.91  10837.53    79.093   275.273 0   N
C548      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                2769.15  12251.83    70.336   311.196 90  N
C550      C_AK_C0603_4.7UF/6.3V/4.7UF/6.3V AK_C0603             2938.94  10775.00    74.649   273.685 0   N
C552      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                2839.35  10830.57    72.119   275.096 90  N
C554      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3048.93  11041.14    77.443   280.445 180 N
C556      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3022.38  10836.21    76.768   275.240 0   N
C558      C_C0402_DISCRETE_0.22UF/6.3V/0.22UF/6.3V C0402                3040.92  10945.62    77.239   278.019 0   N
C562      C_C0402_DISCRETE_100PF/50V/100PF/50V C0402                2921.91  11068.65    74.217   281.144 0   N
C563      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3336.30  10853.11    84.742   275.669 90  N
C564      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                3296.30  10853.11    83.726   275.669 90  N
C565      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            18055.57    742.65   458.611    18.863 180 N
C566      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            18171.36   7951.68   461.553   201.973 180 N
C567      C_C0402_DISCRETE_2200PF/50V/2200PF/50V C0402               18400.00    690.00   467.360    17.526 90  N
C568      C_C0402_DISCRETE_2200PF/50V/2200PF/50V C0402               18400.00    770.00   467.360    19.558 90  N
C569      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5525.31   8736.18   140.343   221.899 270 N
C570      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                2435.70  10773.15    61.867   273.638 90  N
C571      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                2435.00  10510.00    61.849   266.954 270 N
C573      C_C0402_0.1UF/16V/0.1UF/16V C0402                4858.59  10530.32   123.408   267.470 90  N
C574      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                 785.04  12268.05    19.940   311.608 0   N
C575      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                6515.00   8380.00   165.481   212.852 0   N
C576      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               10010.00   8355.00   254.254   212.217 90  N
C578      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               17870.00   8600.00   453.898   218.440 90  N
